,channels,has_transaction,user_id,day,month,year,visitStartTime
14120,Facebook,False,507,18,10,2020,2020-10-18
14121,Organic,False,31,2,12,2020,2020-12-02
14122,Youtube,False,356,21,12,2020,2020-12-21
14123,Direct,True,506,27,2,2020,2020-02-27
14124,Google Search,False,345,6,1,2020,2020-01-06
14125,Google Search,False,442,17,4,2020,2020-04-17
14126,Google Search,False,679,14,2,2020,2020-02-14
14127,Direct,False,422,16,7,2020,2020-07-16
14128,Facebook,False,513,3,11,2020,2020-11-03
14129,Direct,False,192,1,10,2020,2020-10-01
14130,Direct,False,424,2,10,2020,2020-10-02
14131,Email Marketing,True,186,19,9,2020,2020-09-19
14132,Organic,True,53,27,4,2020,2020-04-27
14133,Google Search,True,373,25,11,2020,2020-11-25
14134,Facebook,False,613,11,2,2020,2020-02-11
14135,Email Marketing,False,699,21,6,2020,2020-06-21
14136,Direct,False,49,7,2,2020,2020-02-07
14137,Facebook,False,550,3,9,2020,2020-09-03
14138,Organic,False,600,4,2,2020,2020-02-04
14139,Facebook,True,497,9,7,2020,2020-07-09
14140,Direct,True,293,13,11,2020,2020-11-13
14141,Google Search,True,247,3,8,2020,2020-08-03
14142,Youtube,True,61,1,7,2020,2020-07-01
14143,Instagram,True,137,16,9,2020,2020-09-16
14144,Google Display,True,417,25,5,2020,2020-05-25
14145,Direct,False,694,1,2,2020,2020-02-01
14146,Google Search,True,11,16,6,2020,2020-06-16
14147,Facebook,True,633,25,3,2020,2020-03-25
14148,Google Search,False,203,2,9,2020,2020-09-02
14149,Email Marketing,True,115,2,5,2020,2020-05-02
14150,Organic,False,303,15,11,2020,2020-11-15
14151,Direct,True,17,11,2,2020,2020-02-11
14152,Direct,False,667,12,12,2020,2020-12-12
14153,Direct,False,639,23,10,2020,2020-10-23
14154,Email Marketing,True,168,11,12,2020,2020-12-11
14155,Organic,False,183,10,1,2020,2020-01-10
14156,Facebook,False,148,2,1,2020,2020-01-02
14157,Organic,False,445,23,12,2020,2020-12-23
14158,Google Search,False,111,7,9,2020,2020-09-07
14159,Organic,False,233,17,8,2020,2020-08-17
14160,Google Search,True,241,15,7,2020,2020-07-15
14161,Facebook,True,118,20,11,2020,2020-11-20
14162,Google Search,False,311,21,11,2020,2020-11-21
14163,Direct,False,386,5,6,2020,2020-06-05
14164,Google Display,False,338,12,3,2020,2020-03-12
14165,Facebook,False,0,7,4,2020,2020-04-07
14166,Organic,True,444,24,9,2020,2020-09-24
14167,Google Search,False,207,27,8,2020,2020-08-27
14168,Instagram,True,676,13,11,2020,2020-11-13
14169,Direct,False,107,27,2,2020,2020-02-27
14170,Facebook,False,446,6,4,2020,2020-04-06
14171,Google Search,True,135,12,10,2020,2020-10-12
14172,Organic,True,248,12,12,2020,2020-12-12
14173,Facebook,True,86,27,11,2020,2020-11-27
14174,Google Search,False,686,1,5,2020,2020-05-01
14175,Organic,False,661,23,1,2020,2020-01-23
14176,Instagram,True,691,24,9,2020,2020-09-24
14177,Facebook,True,35,10,10,2020,2020-10-10
14178,Organic,False,427,20,3,2020,2020-03-20
14179,Organic,False,438,6,9,2020,2020-09-06
14180,Organic,False,571,12,8,2020,2020-08-12
14181,Organic,False,175,13,9,2020,2020-09-13
14182,Facebook,True,637,14,1,2020,2020-01-14
14183,Youtube,False,62,19,10,2020,2020-10-19
14184,Email Marketing,False,418,3,11,2020,2020-11-03
14185,Organic,True,405,19,8,2020,2020-08-19
14186,Youtube,False,88,19,8,2020,2020-08-19
14187,Facebook,True,118,14,4,2020,2020-04-14
14188,Facebook,True,673,23,7,2020,2020-07-23
14189,Direct,False,297,12,5,2020,2020-05-12
14190,Facebook,False,427,5,4,2020,2020-04-05
14191,Email Marketing,False,198,22,8,2020,2020-08-22
14192,Organic,True,159,6,10,2020,2020-10-06
14193,Youtube,False,191,13,1,2020,2020-01-13
14194,Organic,False,390,25,5,2020,2020-05-25
14195,Organic,False,670,26,1,2020,2020-01-26
14196,Organic,False,326,22,2,2020,2020-02-22
14197,Direct,False,238,20,9,2020,2020-09-20
14198,Google Search,False,242,24,11,2020,2020-11-24
14199,Organic,True,155,19,11,2020,2020-11-19
14200,Organic,False,677,21,2,2020,2020-02-21
14201,Organic,True,463,16,1,2020,2020-01-16
14202,Google Search,False,594,14,6,2020,2020-06-14
14203,Organic,False,581,14,8,2020,2020-08-14
14204,Organic,False,228,7,5,2020,2020-05-07
14205,Google Search,True,246,15,10,2020,2020-10-15
14206,Youtube,False,654,26,5,2020,2020-05-26
14207,Youtube,True,448,28,11,2020,2020-11-28
14208,Organic,True,569,4,11,2020,2020-11-04
14209,Organic,True,312,2,7,2020,2020-07-02
14210,Youtube,False,54,6,3,2020,2020-03-06
14211,Direct,True,136,6,6,2020,2020-06-06
14212,Organic,False,323,3,1,2020,2020-01-03
14213,Instagram,False,193,4,6,2020,2020-06-04
14214,Facebook,False,64,19,9,2020,2020-09-19
14215,Facebook,True,46,7,10,2020,2020-10-07
14216,Google Search,False,596,23,5,2020,2020-05-23
14217,Facebook,False,188,5,8,2020,2020-08-05
14218,Instagram,False,410,22,12,2020,2020-12-22
14219,Organic,True,556,10,11,2020,2020-11-10
14220,Organic,True,360,6,8,2020,2020-08-06
14221,Organic,False,698,1,8,2020,2020-08-01
14222,Instagram,False,485,20,11,2020,2020-11-20
14223,Organic,True,600,9,6,2020,2020-06-09
14224,Organic,True,671,28,8,2020,2020-08-28
14225,Google Search,True,417,25,10,2020,2020-10-25
14226,Organic,False,333,12,9,2020,2020-09-12
14227,Organic,True,266,6,5,2020,2020-05-06
14228,Facebook,True,173,10,11,2020,2020-11-10
14229,Google Search,False,304,15,4,2020,2020-04-15
14230,Facebook,True,295,6,7,2020,2020-07-06
14231,Facebook,True,180,12,3,2020,2020-03-12
14232,Google Search,True,411,6,9,2020,2020-09-06
14233,Facebook,False,168,19,8,2020,2020-08-19
14234,Youtube,True,352,23,11,2020,2020-11-23
14235,Facebook,False,601,14,3,2020,2020-03-14
14236,Organic,False,40,4,10,2020,2020-10-04
14237,Instagram,True,696,17,4,2020,2020-04-17
14238,Google Search,False,382,5,7,2020,2020-07-05
14239,Organic,True,357,18,11,2020,2020-11-18
14240,Organic,False,228,21,4,2020,2020-04-21
14241,Google Search,False,168,2,10,2020,2020-10-02
14242,Facebook,True,503,25,3,2020,2020-03-25
14243,Organic,True,618,23,4,2020,2020-04-23
14244,Organic,False,659,6,1,2020,2020-01-06
14245,Organic,False,132,19,3,2020,2020-03-19
14246,Organic,False,499,8,7,2020,2020-07-08
14247,Google Search,True,482,27,12,2020,2020-12-27
14248,Facebook,True,212,12,8,2020,2020-08-12
14249,Organic,True,133,25,11,2020,2020-11-25
14250,Organic,False,209,20,9,2020,2020-09-20
14251,Organic,False,21,24,10,2020,2020-10-24
14252,Google Search,False,344,5,10,2020,2020-10-05
14253,Google Search,True,275,9,11,2020,2020-11-09
14254,Organic,False,353,11,3,2020,2020-03-11
14255,Organic,False,201,20,4,2020,2020-04-20
14256,Google Display,False,344,1,6,2020,2020-06-01
14257,Google Search,False,205,16,3,2020,2020-03-16
14258,Direct,False,107,25,1,2020,2020-01-25
14259,Direct,False,132,2,6,2020,2020-06-02
14260,Facebook,False,304,14,11,2020,2020-11-14
14261,Google Search,False,197,19,11,2020,2020-11-19
14262,Organic,True,177,15,8,2020,2020-08-15
14263,Organic,False,93,16,7,2020,2020-07-16
14264,Google Search,False,267,6,10,2020,2020-10-06
14265,Organic,True,299,21,9,2020,2020-09-21
14266,Google Search,True,277,7,7,2020,2020-07-07
14267,Instagram,False,297,12,4,2020,2020-04-12
14268,Google Search,False,420,10,4,2020,2020-04-10
14269,Instagram,True,30,2,8,2020,2020-08-02
14270,Organic,True,70,15,4,2020,2020-04-15
14271,Google Display,True,657,23,6,2020,2020-06-23
14272,Google Search,True,375,22,4,2020,2020-04-22
14273,Email Marketing,True,44,22,5,2020,2020-05-22
14274,Organic,True,153,23,4,2020,2020-04-23
14275,Organic,False,104,25,8,2020,2020-08-25
14276,Email Marketing,False,534,1,6,2020,2020-06-01
14277,Organic,False,584,22,12,2020,2020-12-22
14278,Facebook,False,80,14,3,2020,2020-03-14
14279,Google Search,True,486,20,12,2020,2020-12-20
14280,Organic,True,545,10,8,2020,2020-08-10
14281,Instagram,False,485,9,8,2020,2020-08-09
14282,Youtube,False,47,25,10,2020,2020-10-25
14283,Email Marketing,True,269,6,4,2020,2020-04-06
14284,Organic,True,370,13,11,2020,2020-11-13
14285,Google Search,False,358,1,2,2020,2020-02-01
14286,Google Display,False,366,11,3,2020,2020-03-11
14287,Facebook,False,353,18,5,2020,2020-05-18
14288,Google Search,False,445,3,7,2020,2020-07-03
14289,Organic,False,82,26,5,2020,2020-05-26
14290,Google Search,True,133,23,11,2020,2020-11-23
14291,Organic,True,397,19,1,2020,2020-01-19
14292,Facebook,False,473,15,12,2020,2020-12-15
14293,Email Marketing,False,422,25,9,2020,2020-09-25
14294,Facebook,True,630,15,7,2020,2020-07-15
14295,Facebook,False,146,18,7,2020,2020-07-18
14296,Google Search,False,100,8,10,2020,2020-10-08
14297,Youtube,False,368,23,5,2020,2020-05-23
14298,Organic,True,265,15,3,2020,2020-03-15
14299,Facebook,False,46,15,1,2020,2020-01-15
14300,Organic,True,302,14,2,2020,2020-02-14
14301,Organic,True,13,27,7,2020,2020-07-27
14302,Organic,True,399,12,5,2020,2020-05-12
14303,Direct,False,508,9,4,2020,2020-04-09
14304,Google Search,True,106,13,11,2020,2020-11-13
14305,Organic,True,44,23,11,2020,2020-11-23
14306,Facebook,False,60,10,9,2020,2020-09-10
14307,Youtube,False,369,4,5,2020,2020-05-04
14308,Organic,True,689,20,4,2020,2020-04-20
14309,Organic,False,514,5,9,2020,2020-09-05
14310,Facebook,False,377,25,6,2020,2020-06-25
14311,Google Search,False,10,24,7,2020,2020-07-24
14312,Google Search,False,377,6,5,2020,2020-05-06
14313,Email Marketing,True,447,19,6,2020,2020-06-19
14314,Organic,False,352,21,4,2020,2020-04-21
14315,Google Search,True,98,27,4,2020,2020-04-27
14316,Google Display,False,494,24,5,2020,2020-05-24
14317,Google Search,False,415,26,1,2020,2020-01-26
14318,Direct,False,317,5,11,2020,2020-11-05
14319,Google Search,False,323,2,6,2020,2020-06-02
14320,Facebook,False,273,4,2,2020,2020-02-04
14321,Google Search,False,588,20,9,2020,2020-09-20
14322,Facebook,False,394,10,3,2020,2020-03-10
14323,Organic,False,160,28,10,2020,2020-10-28
14324,Google Search,False,541,10,2,2020,2020-02-10
14325,Facebook,False,263,10,7,2020,2020-07-10
14326,Email Marketing,False,429,15,11,2020,2020-11-15
14327,Organic,True,97,4,5,2020,2020-05-04
14328,Google Search,False,369,18,8,2020,2020-08-18
14329,Google Search,True,447,18,6,2020,2020-06-18
14330,Organic,False,375,21,8,2020,2020-08-21
14331,Youtube,True,254,7,8,2020,2020-08-07
14332,Facebook,True,369,11,3,2020,2020-03-11
14333,Organic,False,604,5,9,2020,2020-09-05
14334,Organic,True,308,28,8,2020,2020-08-28
14335,Google Search,False,58,22,10,2020,2020-10-22
14336,Google Search,False,450,13,7,2020,2020-07-13
14337,Organic,True,651,21,12,2020,2020-12-21
14338,Direct,False,91,15,9,2020,2020-09-15
14339,Google Search,True,68,8,3,2020,2020-03-08
14340,Google Search,False,321,22,9,2020,2020-09-22
14341,Organic,True,630,1,6,2020,2020-06-01
14342,Google Display,True,658,6,2,2020,2020-02-06
14343,Instagram,False,354,16,8,2020,2020-08-16
14344,Facebook,False,16,10,7,2020,2020-07-10
14345,Organic,False,33,26,2,2020,2020-02-26
14346,Email Marketing,True,274,9,6,2020,2020-06-09
14347,Google Search,True,180,22,12,2020,2020-12-22
14348,Email Marketing,True,625,18,5,2020,2020-05-18
14349,Google Search,True,534,12,12,2020,2020-12-12
14350,Organic,False,135,1,2,2020,2020-02-01
14351,Google Search,True,667,1,8,2020,2020-08-01
14352,Organic,False,559,15,11,2020,2020-11-15
14353,Google Search,True,293,2,12,2020,2020-12-02
14354,Facebook,False,176,8,3,2020,2020-03-08
14355,Organic,True,659,23,6,2020,2020-06-23
14356,Facebook,False,121,23,12,2020,2020-12-23
14357,Organic,False,533,15,5,2020,2020-05-15
14358,Google Search,False,156,26,11,2020,2020-11-26
14359,Google Display,False,416,1,11,2020,2020-11-01
14360,Direct,True,507,17,3,2020,2020-03-17
14361,Google Search,False,382,28,9,2020,2020-09-28
14362,Facebook,False,103,5,7,2020,2020-07-05
14363,Organic,False,504,8,4,2020,2020-04-08
14364,Facebook,True,176,2,9,2020,2020-09-02
14365,Google Search,False,142,28,2,2020,2020-02-28
14366,Organic,True,443,10,11,2020,2020-11-10
14367,Organic,True,398,21,11,2020,2020-11-21
14368,Instagram,True,140,12,6,2020,2020-06-12
14369,Google Search,True,528,26,4,2020,2020-04-26
14370,Google Search,True,410,12,6,2020,2020-06-12
14371,Google Search,False,292,28,9,2020,2020-09-28
14372,Organic,False,91,12,7,2020,2020-07-12
14373,Organic,False,364,22,10,2020,2020-10-22
14374,Facebook,True,74,23,7,2020,2020-07-23
14375,Google Search,True,316,24,2,2020,2020-02-24
14376,Email Marketing,True,51,22,4,2020,2020-04-22
14377,Organic,True,287,26,9,2020,2020-09-26
14378,Direct,False,427,20,3,2020,2020-03-20
14379,Instagram,False,622,8,7,2020,2020-07-08
14380,Direct,True,336,27,11,2020,2020-11-27
14381,Google Search,True,212,13,7,2020,2020-07-13
14382,Instagram,False,621,14,5,2020,2020-05-14
14383,Google Search,True,514,17,7,2020,2020-07-17
14384,Facebook,False,382,9,10,2020,2020-10-09
14385,Facebook,False,14,22,11,2020,2020-11-22
14386,Facebook,False,569,24,11,2020,2020-11-24
14387,Email Marketing,False,237,21,4,2020,2020-04-21
14388,Organic,False,402,22,10,2020,2020-10-22
14389,Facebook,True,208,14,3,2020,2020-03-14
14390,Youtube,False,478,27,12,2020,2020-12-27
14391,Direct,False,539,9,10,2020,2020-10-09
14392,Google Display,True,506,20,6,2020,2020-06-20
14393,Youtube,False,184,17,2,2020,2020-02-17
14394,Facebook,True,162,21,12,2020,2020-12-21
14395,Google Search,False,56,3,2,2020,2020-02-03
14396,Google Search,False,121,2,1,2020,2020-01-02
14397,Organic,True,699,21,12,2020,2020-12-21
14398,Google Search,True,655,24,8,2020,2020-08-24
14399,Google Display,True,544,24,11,2020,2020-11-24
14400,Facebook,False,591,24,5,2020,2020-05-24
14401,Facebook,False,133,5,2,2020,2020-02-05
14402,Youtube,True,448,9,5,2020,2020-05-09
14403,Organic,False,125,21,4,2020,2020-04-21
14404,Google Search,False,549,27,7,2020,2020-07-27
14405,Instagram,True,158,26,4,2020,2020-04-26
14406,Organic,False,677,26,1,2020,2020-01-26
14407,Organic,False,52,5,8,2020,2020-08-05
14408,Youtube,False,648,9,11,2020,2020-11-09
14409,Google Search,False,109,14,9,2020,2020-09-14
14410,Instagram,False,71,11,3,2020,2020-03-11
14411,Instagram,True,290,20,7,2020,2020-07-20
14412,Organic,False,660,5,6,2020,2020-06-05
14413,Google Display,True,425,25,7,2020,2020-07-25
14414,Facebook,False,59,14,2,2020,2020-02-14
14415,Organic,True,455,19,2,2020,2020-02-19
14416,Email Marketing,False,2,6,8,2020,2020-08-06
14417,Facebook,False,104,27,1,2020,2020-01-27
14418,Organic,False,443,7,2,2020,2020-02-07
14419,Instagram,True,283,24,11,2020,2020-11-24
14420,Direct,False,155,2,6,2020,2020-06-02
14421,Organic,False,462,5,5,2020,2020-05-05
14422,Youtube,False,118,27,3,2020,2020-03-27
14423,Direct,False,65,10,4,2020,2020-04-10
14424,Facebook,True,436,25,5,2020,2020-05-25
14425,Organic,True,429,20,1,2020,2020-01-20
14426,Google Search,True,470,28,4,2020,2020-04-28
14427,Organic,False,116,27,7,2020,2020-07-27
14428,Direct,True,397,19,2,2020,2020-02-19
14429,Direct,False,642,20,7,2020,2020-07-20
14430,Organic,True,44,25,9,2020,2020-09-25
14431,Google Display,False,654,25,4,2020,2020-04-25
14432,Facebook,False,435,11,7,2020,2020-07-11
14433,Organic,False,677,25,5,2020,2020-05-25
14434,Organic,False,308,13,3,2020,2020-03-13
14435,Google Search,False,467,15,8,2020,2020-08-15
14436,Organic,True,138,22,6,2020,2020-06-22
14437,Google Search,True,148,5,6,2020,2020-06-05
14438,Facebook,False,582,19,10,2020,2020-10-19
14439,Facebook,False,109,28,10,2020,2020-10-28
14440,Organic,False,374,2,8,2020,2020-08-02
14441,Facebook,False,691,8,2,2020,2020-02-08
14442,Direct,True,236,27,12,2020,2020-12-27
14443,Direct,False,133,8,9,2020,2020-09-08
14444,Instagram,True,533,2,9,2020,2020-09-02
14445,Google Search,False,75,2,1,2020,2020-01-02
14446,Direct,True,115,23,10,2020,2020-10-23
14447,Organic,True,609,24,3,2020,2020-03-24
14448,Direct,False,600,10,5,2020,2020-05-10
14449,Instagram,True,297,14,1,2020,2020-01-14
14450,Facebook,True,398,20,7,2020,2020-07-20
14451,Organic,False,240,7,11,2020,2020-11-07
14452,Organic,False,124,17,5,2020,2020-05-17
14453,Organic,False,535,2,1,2020,2020-01-02
14454,Google Search,False,592,25,12,2020,2020-12-25
14455,Email Marketing,True,690,24,4,2020,2020-04-24
14456,Google Search,False,433,24,7,2020,2020-07-24
14457,Youtube,False,309,14,9,2020,2020-09-14
14458,Organic,True,211,24,5,2020,2020-05-24
14459,Organic,False,156,1,4,2020,2020-04-01
14460,Email Marketing,False,319,5,3,2020,2020-03-05
14461,Organic,False,533,7,5,2020,2020-05-07
14462,Organic,False,118,21,6,2020,2020-06-21
14463,Email Marketing,False,120,10,9,2020,2020-09-10
14464,Organic,True,312,25,9,2020,2020-09-25
14465,Google Search,False,182,13,1,2020,2020-01-13
14466,Google Search,True,255,21,3,2020,2020-03-21
14467,Email Marketing,False,550,24,11,2020,2020-11-24
14468,Organic,True,125,15,4,2020,2020-04-15
14469,Youtube,False,680,2,7,2020,2020-07-02
14470,Facebook,True,454,10,4,2020,2020-04-10
14471,Facebook,False,9,23,12,2020,2020-12-23
14472,Google Search,False,595,23,5,2020,2020-05-23
14473,Organic,True,631,24,12,2020,2020-12-24
14474,Organic,False,487,4,9,2020,2020-09-04
14475,Google Search,False,106,19,3,2020,2020-03-19
14476,Facebook,True,633,25,11,2020,2020-11-25
14477,Direct,True,606,25,8,2020,2020-08-25
14478,Instagram,False,660,3,11,2020,2020-11-03
14479,Organic,True,484,10,7,2020,2020-07-10
14480,Instagram,False,197,1,6,2020,2020-06-01
14481,Direct,False,529,25,3,2020,2020-03-25
14482,Google Search,False,502,23,10,2020,2020-10-23
14483,Organic,True,101,6,10,2020,2020-10-06
14484,Facebook,False,598,16,5,2020,2020-05-16
14485,Email Marketing,True,365,7,1,2020,2020-01-07
14486,Facebook,False,91,14,2,2020,2020-02-14
14487,Google Search,True,141,28,2,2020,2020-02-28
14488,Google Search,False,374,1,11,2020,2020-11-01
14489,Direct,False,195,14,11,2020,2020-11-14
14490,Organic,False,229,13,8,2020,2020-08-13
14491,Organic,False,653,18,9,2020,2020-09-18
14492,Google Search,False,401,17,3,2020,2020-03-17
14493,Facebook,False,420,28,7,2020,2020-07-28
14494,Organic,False,57,20,4,2020,2020-04-20
14495,Google Search,False,588,18,4,2020,2020-04-18
14496,Email Marketing,False,512,28,3,2020,2020-03-28
14497,Organic,False,6,6,11,2020,2020-11-06
14498,Organic,True,236,20,3,2020,2020-03-20
14499,Organic,False,396,2,7,2020,2020-07-02
14500,Google Search,True,369,3,11,2020,2020-11-03
14501,Organic,False,465,17,11,2020,2020-11-17
14502,Organic,False,319,13,3,2020,2020-03-13
14503,Organic,False,321,14,6,2020,2020-06-14
14504,Facebook,False,453,6,1,2020,2020-01-06
14505,Google Search,False,336,22,10,2020,2020-10-22
14506,Google Search,True,577,3,4,2020,2020-04-03
14507,Organic,True,307,19,12,2020,2020-12-19
14508,Instagram,False,38,27,7,2020,2020-07-27
14509,Organic,True,485,15,5,2020,2020-05-15
14510,Organic,True,54,19,7,2020,2020-07-19
14511,Organic,False,4,3,9,2020,2020-09-03
14512,Facebook,True,389,26,12,2020,2020-12-26
14513,Direct,False,24,17,7,2020,2020-07-17
14514,Facebook,False,128,12,4,2020,2020-04-12
14515,Google Search,True,585,12,11,2020,2020-11-12
14516,Email Marketing,False,656,23,9,2020,2020-09-23
14517,Organic,True,524,4,11,2020,2020-11-04
14518,Google Display,False,672,17,3,2020,2020-03-17
14519,Organic,False,518,5,10,2020,2020-10-05
14520,Email Marketing,False,337,4,7,2020,2020-07-04
14521,Direct,True,33,26,4,2020,2020-04-26
14522,Facebook,False,642,5,3,2020,2020-03-05
